created_at,entry_id,Temperature (C),Turbidity(NTU),Dissolved Oxygen(g/ml),PH,Ammonia(g/ml),Nitrate(g/ml),Population,Fish_Length(cm),Fish_Weight(g)
2021-07-07 15:16:50 CET,38,26.125,100,20.69,7.28516,4.46257,627,50,15.37142856,39.34285716
2021-07-07 15:17:10 CET,39,26.1875,100,17.072,7.23977,3.80791,750,50,15.37142856,39.34285716
2021-07-07 15:17:30 CET,40,26.1875,100,17.979,7.24431,6.0999,701,50,15.37142856,39.34285716
2021-07-07 15:17:49 CET,41,26.125,100,14.148,7.24431,6.84643,668,50,15.37142856,39.34285716
2021-07-07 15:18:09 CET,42,26.125,100,17.354,7.24431,9.60837,646,50,15.37142856,39.34285716
2021-07-07 15:24:29 CET,43,26.1875,100,15.321,7.23977,38.22308,620,50,15.37142856,39.34285716
2021-07-07 15:24:48 CET,44,26.1875,100,17.347,7.23977,60.11809,573,50,15.37142856,39.34285716
2021-07-07 15:25:08 CET,45,26.1875,100,16.212,7.25338,55.82808,480,50,15.37142856,39.34285716
2021-07-07 15:25:27 CET,46,26.1875,100,22.829,7.24431,107.66618,629,50,15.37142856,39.34285716
2021-07-07 15:25:47 CET,47,26.1875,100,21.862,7.23977,369.4296,577,50,15.37142856,39.34285716
2021-07-07 15:26:06 CET,48,26.1875,100,18.055,7.24431,1789.29675,566,50,15.37142856,39.34285716
2021-07-07 15:26:26 CET,49,26.125,100,14.582,7.24431,20254.27539,561,50,15.37142856,39.34285716
2021-07-07 15:26:45 CET,50,26.125,100,25.16,7.24431,106962.9453,560,50,15.37142856,39.34285716
2021-07-07 15:27:05 CET,51,26.1875,100,16.813,7.24431,11315202,558,50,15.37142856,39.34285716
2021-07-07 15:45:13 CET,52,26.1875,100,12.945,7.24431,34995800,594,50,15.37142856,39.34285716
2021-07-07 15:45:33 CET,53,26.25,100,17.095,7.23977,13366.67383,579,50,15.37142856,39.34285716
2021-07-07 15:46:29 CET,54,26.25,100,11.894,7.23977,290837.9375,619,50,15.37142856,39.34285716
2021-07-07 15:46:49 CET,55,26.25,100,11.749,7.24431,54287.89844,611,50,15.37142856,39.34285716
2021-07-07 15:47:08 CET,56,26.1875,100,22.037,7.23977,346731.2813,630,50,15.37142856,39.34285716
2021-07-07 15:48:05 CET,57,26.1875,100,11.81,7.23977,790.75342,655,50,15.37142856,39.34285716
2021-07-07 15:48:25 CET,58,26.1875,100,14.894,7.24431,4368.87793,670,50,15.37142856,39.34285716
2021-07-07 15:48:45 CET,59,26.1875,100,18.306,7.24431,16648622,611,50,15.37142856,39.34285716
2021-07-07 15:58:11 CET,60,26.25,100,20.225,7.23977,1885679.75,579,50,15.37142856,39.34285716
2021-07-07 15:58:30 CET,61,26.3125,100,10.661,7.23977,87726232,579,50,15.37142856,39.34285716
2021-07-07 15:58:50 CET,62,26.25,100,18.458,7.24431,36054.70313,591,50,15.37142856,39.34285716
2021-07-07 15:59:10 CET,63,26.25,100,21.862,7.23977,696539,628,50,15.37142856,39.34285716
2021-07-07 15:59:29 CET,64,26.25,100,15.923,7.23977,218725.9531,539,50,15.37142856,39.34285716
2021-07-07 15:59:49 CET,65,26.3125,100,11.133,7.24885,34473.55469,601,50,15.37142856,39.34285716
2021-07-07 16:00:08 CET,66,26.25,100,13.28,7.24431,1323.93115,636,50,15.37142856,39.34285716
2021-07-07 16:00:28 CET,67,26.25,100,7.127,7.24431,790.75342,609,50,15.37142856,39.34285716
2021-07-07 16:00:48 CET,68,26.3125,100,22.456,7.24431,218.75964,621,50,15.37142856,39.34285716
2021-07-07 16:01:07 CET,69,26.25,100,17.651,7.24431,463.24637,752,50,15.37142856,39.34285716
2021-07-07 17:53:04 CET,70,26.4375,100,3.586,7.23977,2773230848,629,50,15.37142856,39.34285716
2021-07-07 17:54:20 CET,71,26.375,100,4.713,7.23977,427988.9063,625,50,15.37142856,39.34285716
2021-07-07 17:54:40 CET,72,26.375,100,1.165,7.23523,85323.99219,627,50,15.37142856,39.34285716
2021-07-07 17:54:59 CET,73,26.375,100,4.317,7.23977,26214.56836,624,50,15.37142856,39.34285716
2021-07-07 17:55:19 CET,74,26.375,100,0.692,7.23069,1775.1438,684,50,15.37142856,39.34285716
2021-07-07 17:55:38 CET,75,26.375,100,4.127,7.22615,4051.75269,690,50,15.37142856,39.34285716
2021-07-07 17:55:58 CET,76,26.375,100,4.241,7.22161,5250.39746,663,50,15.37142856,39.34285716
2021-07-07 17:56:18 CET,77,26.3125,100,9.069,7.23977,18014.52539,697,50,15.37142856,39.34285716
2021-07-07 18:05:05 CET,78,26.4375,100,4.637,7.23977,48437.01172,646,50,15.37142856,39.34285716
2021-07-07 18:05:25 CET,79,26.4375,100,11.079,7.23523,9031.7959,647,50,15.37142856,39.34285716
2021-07-07 18:05:44 CET,80,26.375,100,5.513,7.23977,17335.97852,699,50,15.37142856,39.34285716
2021-07-07 18:06:04 CET,81,26.375,100,6.122,7.23977,12442.54102,662,50,15.37142856,39.34285716
2021-07-07 18:06:23 CET,82,26.4375,100,8.178,7.23069,586.08142,686,50,15.37142856,39.34285716
2021-07-07 18:06:43 CET,83,26.375,100,0.548,7.24431,247.34677,714,50,15.37142856,39.34285716
2021-07-07 18:07:03 CET,84,26.375,100,12.64,7.23977,170.4173,703,50,15.37142856,39.34285716
2021-07-07 18:07:22 CET,85,26.375,100,7.043,7.23069,202.55035,688,50,15.37142856,39.34285716
2021-07-07 18:07:42 CET,86,26.3125,100,9.663,7.23523,841.2066,726,50,15.37142856,39.34285716
2021-07-07 18:08:02 CET,87,26.375,100,3.457,7.23523,67655.02344,657,50,15.37142856,39.34285716
2021-07-07 18:18:06 CET,88,26.375,100,0,7.24431,1382594688,625,50,15.37142856,39.34285716
2021-07-07 18:19:05 CET,89,26.375,100,10.95,7.24431,25556464,624,50,15.37142856,39.34285716
2021-07-07 18:19:24 CET,90,26.375,100,5.52,7.24431,25556464,627,50,15.37142856,39.34285716
2021-07-07 18:19:44 CET,91,26.375,100,3.815,7.23977,36601.32813,611,50,15.37142856,39.34285716
2021-07-07 18:20:04 CET,92,26.375,100,0.357,7.24431,1284.86707,656,50,15.37142856,39.34285716
2021-07-07 18:20:23 CET,93,26.375,100,3.921,7.23069,2209.4458,656,50,15.37142856,39.34285716
2021-07-07 18:20:43 CET,94,26.375,100,2.421,7.24431,556.57483,659,50,15.37142856,39.34285716
2021-07-07 18:21:03 CET,95,26.3125,100,10.036,7.23069,1775.1438,684,50,15.37142856,39.34285716
2021-07-07 18:21:22 CET,96,26.375,100,1.332,7.23069,3312.44873,619,50,15.37142856,39.34285716
2021-07-07 18:21:42 CET,97,26.375,100,5.353,7.24885,16479.16211,675,50,15.37142856,39.34285716
2021-07-07 18:22:01 CET,98,26.375,100,6.975,7.24431,1518.15613,634,50,15.37142856,39.34285716
2021-07-07 18:22:21 CET,99,26.375,100,5.246,7.23069,953.97131,653,50,15.37142856,39.34285716
2021-07-07 18:22:41 CET,100,26.375,100,10.044,7.23523,571.10406,666,50,15.37142856,39.34285716
2021-07-07 18:23:00 CET,101,26.375,100,0,7.23977,677.1795,688,50,15.37142856,39.34285716
2021-07-07 18:23:20 CET,102,26.4375,100,5.65,7.23977,1054.15576,656,50,15.37142856,39.34285716
2021-07-07 18:23:39 CET,103,26.375,100,9.031,7.24431,17335.97852,668,50,15.37142856,39.34285716
2021-07-07 18:23:59 CET,104,26.3125,100,6.754,7.23523,1506.51636,638,50,15.37142856,39.34285716
2021-07-07 18:24:18 CET,105,26.375,100,3,7.23977,3796.76123,624,50,15.37142856,39.34285716
2021-07-07 18:24:38 CET,106,26.375,100,4.165,7.24431,512.25293,658,50,15.37142856,39.34285716
2021-07-07 18:24:57 CET,107,26.375,100,1.705,7.24885,646.49841,643,50,15.37142856,39.34285716
2021-07-07 18:25:17 CET,108,26.3125,100,1.515,7.24431,154.11546,716,50,15.37142856,39.34285716
2021-07-07 18:25:36 CET,109,26.375,100,7.683,7.23977,8642.90918,688,50,15.37142856,39.34285716
2021-07-07 18:25:56 CET,110,26.3125,100,0,7.22161,47666.09766,630,50,15.37142856,39.34285716
2021-07-07 18:26:15 CET,111,26.375,100,2.969,7.23523,675741.5625,647,50,15.37142856,39.34285716
2021-07-07 18:26:35 CET,112,26.4375,100,5.498,7.23977,75185.10156,702,50,15.37142856,39.34285716
2021-07-07 18:26:54 CET,113,26.375,100,5.147,7.24431,6904.67139,661,50,15.37142856,39.34285716
2021-07-07 18:27:14 CET,114,26.375,100,2.916,7.3124,1832.58081,591,50,15.37142856,39.34285716
2021-07-07 18:27:34 CET,115,26.375,100,0.951,7.24885,1343.98938,633,50,15.37142856,39.34285716
2021-07-07 18:27:53 CET,116,26.3125,100,5.787,7.24431,601.51935,756,50,15.37142856,39.34285716
2021-07-07 18:29:27 CET,117,26.3125,100,0.015,7.23977,4051.75269,729,50,15.37142856,39.34285716
2021-07-07 18:29:46 CET,118,26.3125,100,0,7.24431,1706.3324,718,50,15.37142856,39.34285716
2021-07-07 18:30:43 CET,119,26.3125,100,2.345,7.267,801.64911,609,50,15.37142856,39.34285716
2021-07-07 18:31:02 CET,120,26.3125,100,0,7.23977,463.24637,816,50,15.37142856,39.34285716
2021-07-07 18:31:22 CET,121,26.375,100,4.348,7.24431,9132.33789,649,50,15.37142856,39.34285716
2021-07-07 18:31:42 CET,122,26.3125,100,0,7.24431,157131.5156,646,50,15.37142856,39.34285716
2021-07-07 18:32:01 CET,123,26.3125,100,6.411,7.23523,313307.1563,645,50,15.37142856,39.34285716
2021-07-07 19:06:11 CET,124,26.1875,100,0,7.23523,9051959296,618,50,15.37142856,39.34285716
2021-07-07 19:06:50 CET,125,26.1875,100,0,7.23977,196011504,612,50,15.37142856,39.34285716
2021-07-07 19:07:49 CET,126,26.25,100,0,7.23523,49223.67187,613,50,15.37142856,39.34285716
2021-07-07 19:08:08 CET,127,26.25,100,0,7.24431,45441.60547,572,50,15.37142856,39.34285716
2021-07-07 19:08:47 CET,128,26.25,100,1.644,7.23523,106962.9453,614,50,15.37142856,39.34285716
2021-07-07 19:09:07 CET,129,26.25,100,0,7.23523,1885679.75,638,50,15.37142856,39.34285716
2021-07-07 19:20:45 CET,130,26.125,100,0,7.24431,1347230,611,50,15.37142856,39.34285716
2021-07-07 19:21:04 CET,131,26.125,100,0.731,7.23523,394993.5,618,50,15.37142856,39.34285716
2021-07-07 19:21:24 CET,132,26.1875,100,0,7.23977,298099.25,611,50,15.37142856,39.34285716
2021-07-07 19:21:43 CET,133,26.1875,100,0,7.23523,22844.20313,596,50,15.37142856,39.34285716
2021-07-07 19:22:03 CET,134,26.1875,100,0,7.24431,4051.75269,597,50,15.37142856,39.34285716
2021-07-07 19:22:22 CET,135,26.125,100,0,7.23523,13528.75195,659,50,15.37142856,39.34285716
2021-07-07 19:22:42 CET,136,26.1875,100,0,7.24431,1069.46143,622,50,15.37142856,39.34285716
2021-07-07 19:23:38 CET,137,26.125,100,0,7.23069,1347230,601,50,15.37142856,39.34285716
2021-07-07 19:23:58 CET,138,26.1875,100,0,7.23523,7354.17432,613,50,15.37142856,39.34285716
2021-07-07 19:24:17 CET,139,26.125,100,0,7.23523,66491.92187,626,50,15.37142856,39.34285716
2021-07-07 19:24:37 CET,140,26.125,100,0,7.24431,6623.44824,609,50,15.37142856,39.34285716
2021-07-07 19:24:57 CET,141,26.125,100,0,7.23977,48437.01172,662,50,15.37142856,39.34285716
2021-07-07 19:26:30 CET,142,26.125,100,0,7.23523,133065.0938,624,50,15.37142856,39.34285716
2021-07-07 19:26:50 CET,143,26.125,100,0,7.23523,346731.2813,624,50,15.37142856,39.34285716
2021-07-07 19:27:09 CET,144,26.1875,100,0,7.23523,234449.9063,610,50,15.37142856,39.34285716
2021-07-07 19:28:06 CET,145,26.1875,100,0,7.23977,290837.9375,640,50,15.37142856,39.34285716
2021-07-07 19:28:26 CET,146,26.1875,100,0,7.23977,58022.85547,637,50,15.37142856,39.34285716
2021-07-07 19:28:45 CET,147,26.125,100,0,7.23977,34990.82422,622,50,15.37142856,39.34285716
2021-07-07 19:29:05 CET,148,26.125,100,0,7.23977,239999.625,621,50,15.37142856,39.34285716
2021-07-07 19:29:25 CET,149,26.1875,100,0,7.24431,924941.4375,617,50,15.37142856,39.34285716
2021-07-07 19:29:45 CET,150,26.1875,100,0,7.23977,263905.375,611,50,15.37142856,39.34285716
2021-07-07 19:30:04 CET,151,26.1875,100,0,7.24431,178796.4375,610,50,15.37142856,39.34285716
2021-07-07 19:30:24 CET,152,26.125,100,2.505,7.23069,4079442.25,625,50,15.37142856,39.34285716
2021-07-07 19:30:43 CET,153,26.125,100,0,7.23977,8096.91553,610,50,15.37142856,39.34285716
2021-07-07 19:31:03 CET,154,26.1875,100,0,7.24431,283797.75,651,50,15.37142856,39.34285716
2021-07-07 19:31:23 CET,155,26.125,100,0,7.23523,6039.73291,612,50,15.37142856,39.34285716
2021-07-07 19:31:42 CET,156,26.125,100,0,7.23523,31558.79883,650,50,15.37142856,39.34285716
2021-07-07 19:32:02 CET,157,26.125,100,0,7.23977,3626.40356,641,50,15.37142856,39.34285716
2021-07-07 19:32:22 CET,158,26.0625,100,0,7.23977,27731.70508,631,50,15.37142856,39.34285716
2021-07-07 19:32:42 CET,159,26.125,100,0,7.23069,2967854,628,50,15.37142856,39.34285716
2021-07-07 19:33:01 CET,160,26.1875,100,0,7.24431,7276.87061,614,50,15.37142856,39.34285716
2021-07-07 19:33:21 CET,161,26.125,100,0,7.23523,37725.66016,641,50,15.37142856,39.34285716
2021-07-07 19:33:41 CET,162,26.125,100,0,7.23523,25143.01172,644,50,15.37142856,39.34285716
2021-07-07 19:34:00 CET,163,26.125,100,0,7.23977,3528.59619,626,50,15.37142856,39.34285716
2021-07-07 19:34:20 CET,164,26.125,100,0,7.23523,2900.48145,627,50,15.37142856,39.34285716
2021-07-07 19:35:17 CET,165,26.125,100,0,7.23523,138627.7656,623,50,15.37142856,39.34285716
2021-07-07 19:35:36 CET,166,26.125,100,0,7.22615,10571.52637,619,50,15.37142856,39.34285716
2021-07-07 19:35:56 CET,167,26.125,100,0,7.23977,5628.37402,638,50,15.37142856,39.34285716
2021-07-07 19:36:15 CET,168,26.125,100,0.929,7.24431,5978.80811,643,50,15.37142856,39.34285716
2021-07-07 19:36:34 CET,169,26.125,100,0,7.23523,4206.70996,624,50,15.37142856,39.34285716
2021-07-07 19:36:54 CET,170,26.0625,100,0,7.23977,2173.20898,651,50,15.37142856,39.34285716
2021-07-07 19:37:14 CET,171,26.125,100,0,7.23977,1193.04138,653,50,15.37142856,39.34285716
2021-07-07 19:37:34 CET,172,26.125,100,0,7.23977,1054.15576,646,50,15.37142856,39.34285716
2021-07-07 19:37:53 CET,173,26.125,100,0,7.24431,686.25702,650,50,15.37142856,39.34285716
2021-07-07 19:38:50 CET,174,26.0625,100,0,7.23523,3433.94336,629,50,15.37142856,39.34285716
2021-07-07 19:39:10 CET,175,26.0625,100,0,7.21707,818.32758,639,50,15.37142856,39.34285716
2021-07-07 19:39:29 CET,176,26.125,100,0,7.23523,933.99176,643,50,15.37142856,39.34285716
2021-07-07 19:39:49 CET,177,26.0625,100,0,7.267,3312.44873,641,50,15.37142856,39.34285716
2021-07-07 19:40:46 CET,178,26.0625,100,0,7.23523,2977.71167,656,50,15.37142856,39.34285716
2021-07-07 19:41:05 CET,179,26.0625,100,0,7.23069,2900.48145,645,50,15.37142856,39.34285716
2021-07-07 19:41:25 CET,180,26.125,100,0,7.23977,4582.30371,640,50,15.37142856,39.34285716
2021-07-07 19:41:44 CET,181,26.0625,100,0,7.23069,8096.91553,633,50,15.37142856,39.34285716
2021-07-07 19:42:04 CET,182,26.125,100,0.137,7.23977,10571.52637,632,50,15.37142856,39.34285716
2021-07-07 19:43:01 CET,183,26.125,100,0,7.23069,111202.3906,618,50,15.37142856,39.34285716
2021-07-07 19:43:20 CET,184,26.0625,100,0,7.23977,49223.67187,633,50,15.37142856,39.34285716
2021-07-07 19:43:40 CET,185,26.125,100,0,7.23977,4808.42969,638,50,15.37142856,39.34285716
2021-07-07 19:43:59 CET,186,26.125,100,0,7.24431,4246.56543,636,50,15.37142856,39.34285716
2021-07-07 19:44:19 CET,187,26.125,100,0,7.23523,3312.44873,636,50,15.37142856,39.34285716
2021-07-07 19:44:39 CET,188,26.0625,100,0,7.23977,4538.62451,638,50,15.37142856,39.34285716
2021-07-07 19:44:58 CET,189,26.0625,100,0,7.24431,28940.71875,638,50,15.37142856,39.34285716
2021-07-07 19:45:18 CET,190,26.125,100,0,7.23977,10941.92871,624,50,15.37142856,39.34285716
2021-07-07 19:46:15 CET,191,26.0625,100,0,7.23977,4089.83008,656,50,15.37142856,39.34285716
2021-07-07 19:46:35 CET,192,26.125,100,0,7.23523,1892.25464,641,50,15.37142856,39.34285716
2021-07-07 19:47:32 CET,193,26.0625,100,0,7.24431,193.90924,675,50,15.37142856,39.34285716
2021-07-07 19:47:51 CET,194,26.125,100,0,7.24431,226.16016,791,50,15.37142856,39.34285716
2021-07-07 19:48:11 CET,195,26.0625,100,0,7.23977,1775.1438,673,50,15.37142856,39.34285716
2021-07-07 19:48:30 CET,196,26.0625,100,0,7.23523,3560.8457,627,50,15.37142856,39.34285716
2021-07-07 19:48:50 CET,197,26.0625,100,0,7.23069,617811.75,641,50,15.37142856,39.34285716
2021-07-07 19:49:10 CET,198,26.0625,100,0,7.23977,22844.20313,644,50,15.37142856,39.34285716
2021-07-07 19:49:29 CET,199,26.0625,100,0,7.24431,10451.44043,649,50,15.37142856,39.34285716
2021-07-07 19:49:49 CET,200,26.125,100,0,7.23523,9987.47559,624,50,15.37142856,39.34285716
2021-07-07 19:50:08 CET,201,26.125,100,0,7.23977,37725.66016,635,50,15.37142856,39.34285716
2021-07-07 19:50:28 CET,202,26.0625,100,0,7.24431,31558.79883,641,50,15.37142856,39.34285716
2021-07-07 19:50:47 CET,203,26.0625,100,0,7.23977,72564.90625,636,50,15.37142856,39.34285716
2021-07-07 19:51:07 CET,204,26.0625,100,0,7.24431,127777.1094,637,50,15.37142856,39.34285716
2021-07-07 22:22:49 CET,205,25.5625,100,0,7.23069,27581268,628,50,15.37142856,39.34285716
2021-07-07 22:23:10 CET,206,25.5625,100,0,7.23977,427988.9063,647,50,15.37142856,39.34285716
2021-07-07 22:23:30 CET,207,25.5,100,0,7.23069,1254843.75,659,50,15.37142856,39.34285716
2021-07-07 22:23:49 CET,208,25.5625,100,0,7.23523,15568873,645,50,15.37142856,39.34285716
2021-07-07 22:24:09 CET,209,25.5625,100,0,7.23977,924435328,642,50,15.37142856,39.34285716
2021-07-07 22:24:28 CET,210,25.5625,100,0,7.23069,27581268,640,50,15.37142856,39.34285716
2021-07-07 22:24:48 CET,211,25.5625,100,0,7.23977,172879088,633,50,15.37142856,39.34285716
2021-07-07 22:25:07 CET,212,25.5625,100,0,7.23523,153073904,631,50,15.37142856,39.34285716
2021-07-07 22:30:18 CET,213,25.5625,100,0,7.23523,1558953.5,656,50,15.37142856,39.34285716
2021-07-07 22:30:38 CET,214,25.5625,100,0,7.23977,144480.0781,655,50,15.37142856,39.34285716
2021-07-07 22:30:58 CET,215,25.625,100,0,7.23977,167530.7188,649,50,15.37142856,39.34285716
2021-07-07 22:31:17 CET,216,25.5625,100,0,7.23977,313307.1563,640,50,15.37142856,39.34285716
2021-07-07 22:31:37 CET,217,25.5625,100,1.449,7.23523,321274.1875,643,50,15.37142856,39.34285716
2021-07-07 22:31:57 CET,218,25.5625,100,0,7.24431,234449.9063,649,50,15.37142856,39.34285716
2021-07-07 22:32:17 CET,219,25.5625,100,0,7.23069,182759.6719,645,50,15.37142856,39.34285716
2021-07-07 22:32:36 CET,220,25.5625,100,0,7.23977,321274.1875,639,50,15.37142856,39.34285716
2021-07-07 22:32:56 CET,221,25.5625,100,0,7.24431,283797.75,640,50,15.37142856,39.34285716
2021-07-07 22:33:16 CET,222,25.5625,100,0,7.24431,534355.875,642,50,15.37142856,39.34285716
2021-07-07 22:33:36 CET,223,25.5625,100,0,7.23523,117959.1563,634,50,15.37142856,39.34285716
2021-07-07 22:33:55 CET,224,25.5625,100,0,7.23069,234449.9063,634,50,15.37142856,39.34285716
2021-07-07 22:34:15 CET,225,25.5,100,0,7.23069,4713923,651,50,15.37142856,39.34285716
2021-07-07 22:34:35 CET,226,25.5,100,0,7.23069,839637.1875,649,50,15.37142856,39.34285716
2021-07-07 22:34:54 CET,227,25.5625,100,0,7.23523,97205.99219,645,50,15.37142856,39.34285716
2021-07-07 22:35:14 CET,228,25.5625,100,0,7.24431,451902.1875,656,50,15.37142856,39.34285716
2021-07-07 22:35:34 CET,229,25.5,100,0,7.23523,1502349.25,652,50,15.37142856,39.34285716
2021-07-07 22:36:13 CET,230,25.5625,100,0,7.23523,3101106,640,50,15.37142856,39.34285716
2021-07-07 22:36:33 CET,231,25.5625,100,0,7.22161,763925.1875,659,50,15.37142856,39.34285716
2021-07-07 22:36:53 CET,232,25.625,100,0,7.23069,599884.9375,640,50,15.37142856,39.34285716
2021-07-07 22:37:12 CET,233,25.5625,100,0,7.23977,8932.5957,669,50,15.37142856,39.34285716
2021-07-07 22:37:32 CET,234,25.5625,100,0,7.23523,7673.62598,689,50,15.37142856,39.34285716
2021-07-07 22:37:52 CET,235,25.5625,100,0,7.23523,3167.75635,689,50,15.37142856,39.34285716
2021-07-07 22:38:11 CET,236,25.5625,100,0,7.23523,1692.95227,688,50,15.37142856,39.34285716
2021-07-07 22:38:31 CET,237,25.5,100,0,7.23977,1333.91724,689,50,15.37142856,39.34285716
2021-07-07 22:38:50 CET,238,25.5625,100,0,7.23523,1862.12976,693,50,15.37142856,39.34285716
2021-07-07 22:39:09 CET,239,25.625,100,0,7.24431,5148.06787,672,50,15.37142856,39.34285716
2021-07-07 22:39:29 CET,240,25.5625,100,0,7.23069,7276.87061,662,50,15.37142856,39.34285716
2021-07-07 22:39:49 CET,241,25.625,100,0,7.23523,3372.53833,651,50,15.37142856,39.34285716
2021-07-07 22:40:08 CET,242,25.5625,100,0,7.24431,5800.39258,661,50,15.37142856,39.34285716
2021-07-07 22:40:28 CET,243,25.5625,100,0,7.23977,10101.05566,656,50,15.37142856,39.34285716
2021-07-07 22:40:47 CET,244,25.5625,100,0,7.23523,18014.52539,652,50,15.37142856,39.34285716
2021-07-07 22:41:06 CET,245,25.5625,100,0,7.23977,15288.625,656,50,15.37142856,39.34285716
2021-07-07 22:41:26 CET,246,25.5625,100,0,7.23523,14201.37988,656,50,15.37142856,39.34285716
2021-07-07 22:41:45 CET,247,25.5,100,0,7.22615,15100.59473,657,50,15.37142856,39.34285716
2021-07-07 22:42:05 CET,248,25.5625,100,0,7.23523,28530.76953,656,50,15.37142856,39.34285716
2021-07-07 22:42:24 CET,249,25.5625,100,0,7.23523,42010.77344,652,50,15.37142856,39.34285716
2021-07-07 22:42:44 CET,250,25.5625,100,0,7.22615,44728.53125,659,50,15.37142856,39.34285716
2021-07-07 22:43:03 CET,251,25.5,100,0,7.23069,35517.87891,661,50,15.37142856,39.34285716
2021-07-07 22:43:23 CET,252,25.5625,100,0,7.23977,15870.27539,677,50,15.37142856,39.34285716
2021-07-07 22:44:19 CET,253,25.5625,100,0,7.25338,24458.41992,659,50,15.37142856,39.34285716
2021-07-07 22:44:39 CET,254,25.5625,100,0,7.23069,2925.95142,666,50,15.37142856,39.34285716
2021-07-07 22:44:58 CET,255,25.625,100,0,7.23069,3560.8457,674,50,15.37142856,39.34285716
2021-07-07 22:45:18 CET,256,25.5625,100,0,7.22615,1529.90747,669,50,15.37142856,39.34285716
2021-07-07 22:45:37 CET,257,25.5625,100,0,7.23069,1803.58972,694,50,15.37142856,39.34285716
