created_at,air_temp,process_temp,rotational_speed,torque,tool,machinefailure
2021-06-19 00:34:36 CET,298.8,309,1829,22.9,172,0
2021-06-19 00:35:34 CET,298.9,309,1812,25.9,174,0
2021-06-19 00:35:54 CET,299.0,309.1,1523,38.6,177,0
2021-06-19 00:36:13 CET,299.0,309.1,1394,45.1,179,0
2021-06-19 00:36:33 CET,298.9,308.9,1679,28.7,181,0
2021-06-19 00:36:52 CET,298.8,308.9,1466,44.1,184,0
2021-06-19 00:37:31 CET,298.8,308.9,1527,32.4,189,0
2021-06-19 00:38:31 CET,298.9,309,1410,65.7,191,1
2021-06-19 00:39:10 CET,298.9,309,1924,22.6,193,0
2021-06-19 00:39:29 CET,298.9,309.1,1452,45.5,196,0
2021-06-19 00:39:49 CET,298.9,309.1,1369,44.4,198,0
2021-06-19 00:40:08 CET,299.0,309.1,1592,35.0,200,0
2021-06-19 00:41:07 CET,298.9,309,1601,32.3,202,0
2021-06-19 00:41:51 CET,298.8,308.9,1379,46.7,204,0
2021-06-19 00:42:10 CET,298.8,308.9,1461,47.9,206,0
2021-06-19 00:42:50 CET,298.8,308.9,1455,41.3,208,1
2021-06-19 00:43:10 CET,298.8,308.9,1398,51.5,0,0
2021-06-19 00:43:49 CET,298.8,308.9,1402,37.9,2,0
2021-06-19 00:44:28 CET,298.8,308.8,1445,49.9,4,0
2021-06-19 00:44:48 CET,298.9,308.9,1450,47.5,9,0
2021-06-19 00:45:47 CET,298.9,308.9,1453,40.8,11,0
2021-06-19 00:46:07 CET,299.0,309,1469,40.1,13,0
2021-06-19 00:46:27 CET,298.9,308.9,1422,47.6,15,0
2021-06-19 00:46:47 CET,299.0,309,1804,26.8,17,0
2021-06-19 00:47:07 CET,299.0,309,1436,43.9,20,0
2021-06-19 00:47:26 CET,299.0,309,1544,31.8,25,0
2021-06-19 00:48:43 CET,299.0,309,1419,45.2,27,0
2021-06-19 00:49:03 CET,298.9,308.9,1487,39.5,30,0
2021-06-19 00:49:22 CET,298.9,308.9,1753,25.8,33,0
2021-06-19 00:50:41 CET,298.9,308.9,1830,24.9,35,0
2021-06-19 00:51:00 CET,298.9,308.9,1727,27.1,37,0
2021-06-19 00:51:20 CET,299.1,309,1450,43.0,40,0
2021-06-19 00:51:39 CET,299.0,308.9,1622,31.9,42,0
2021-06-19 00:51:59 CET,299.0,309,1351,52.2,44,0
2021-06-19 00:52:19 CET,299.0,309,1575,35.3,47,0
2021-06-19 00:52:38 CET,298.9,308.9,1750,29.9,50,0
2021-06-19 00:53:18 CET,298.9,308.8,1529,32.7,53,0
2021-06-19 00:53:37 CET,298.8,308.8,1523,44.4,55,0
2021-06-19 00:54:55 CET,298.8,308.9,1852,25.0,57,0
2021-06-19 00:55:14 CET,298.8,308.8,1991,20.7,59,0
2021-06-19 00:55:53 CET,298.8,308.8,1555,40.6,61,0
2021-06-19 00:56:13 CET,298.8,308.8,1441,40.5,63,0
2021-06-19 00:56:32 CET,298.8,308.7,1450,43.4,66,0
2021-06-19 00:56:52 CET,298.8,308.7,1591,31.1,68,0
2021-06-19 00:57:11 CET,298.8,308.7,1445,48.5,70,0
2021-06-19 00:57:31 CET,298.8,308.8,1497,46.8,72,0
2021-06-19 00:57:50 CET,298.9,308.8,1621,32.7,75,0
2021-06-19 00:58:10 CET,298.9,308.7,1572,34.1,80,0
2021-06-19 00:58:29 CET,298.8,308.6,1872,22.5,82,0
2021-06-19 00:59:09 CET,298.7,308.6,1499,43.5,84,0
2021-06-19 00:59:28 CET,298.8,308.7,1498,39.5,89,0
2021-06-19 01:00:47 CET,298.8,308.6,1486,41.9,92,0
2021-06-19 01:01:07 CET,298.8,308.6,1680,29.4,95,0
2021-06-19 01:02:23 CET,298.8,308.6,1431,45.7,97,0
2021-06-19 01:03:02 CET,298.9,308.7,1564,34.1,99,0
2021-06-19 01:03:42 CET,298.8,308.6,1599,33.0,101,0
2021-06-19 01:04:01 CET,298.8,308.6,1707,28.1,103,0
2021-06-19 01:04:21 CET,298.7,308.5,1467,40.7,106,0
2021-06-19 01:05:01 CET,298.9,308.7,1433,44.7,108,0
2021-06-19 01:05:20 CET,298.9,308.7,1558,41.2,110,0
2021-06-19 01:05:40 CET,299.0,308.8,1310,50.7,112,0
2021-06-19 01:06:00 CET,298.9,308.7,1546,43.4,114,0
2021-06-19 01:06:19 CET,298.9,308.7,1727,29.4,116,0
2021-06-19 01:06:39 CET,298.9,308.6,1560,32.2,118,0
2021-06-19 01:06:59 CET,299.0,308.6,1329,60.5,120,0
2021-06-19 01:07:19 CET,298.9,308.6,1413,46.5,122,0
2021-06-19 01:07:38 CET,299.0,308.6,1587,38.6,124,0
2021-06-19 01:07:58 CET,298.9,308.5,1559,34.3,126,0
2021-06-19 01:08:17 CET,298.8,308.4,1473,41.1,128,0
2021-06-19 01:08:37 CET,298.8,308.4,1737,27.7,130,0
2021-06-19 01:08:56 CET,298.7,308.4,1441,43.2,132,0
2021-06-19 01:09:16 CET,298.7,308.4,1430,49.6,135,0
2021-06-19 01:09:35 CET,298.8,308.4,1369,53.0,138,0
2021-06-19 01:09:55 CET,298.8,308.5,1711,28.5,140,0
2021-06-19 01:10:14 CET,298.7,308.5,1420,45.7,143,0
2021-06-19 01:10:34 CET,298.7,308.6,1297,55.3,148,0
2021-06-19 01:10:53 CET,298.8,308.6,1449,49.4,150,0
2021-06-19 01:11:12 CET,298.8,308.6,1268,55.8,155,0
2021-06-19 01:11:32 CET,298.8,308.6,1511,36.1,157,0
2021-06-19 01:11:51 CET,298.7,308.5,1544,35.2,159,0
2021-06-19 01:12:11 CET,298.6,308.4,1778,28.2,161,0
2021-06-19 01:12:50 CET,298.6,308.4,1407,50.5,164,0
2021-06-19 01:13:29 CET,298.6,308.4,1391,42.4,169,0
2021-06-19 01:13:49 CET,298.5,308.4,1513,33.6,172,0
2021-06-19 01:14:09 CET,298.5,308.4,1612,36.1,174,0
2021-06-19 01:14:28 CET,298.4,308.4,1515,40.1,179,0
2021-06-19 01:15:08 CET,298.3,308.3,1379,48.0,181,0
2021-06-19 01:15:27 CET,298.4,308.3,1473,39.9,184,0
2021-06-19 01:15:47 CET,298.4,308.3,1422,42.7,186,0
2021-06-19 01:16:45 CET,298.4,308.2,1463,37.6,188,0
2021-06-19 01:17:05 CET,298.4,308.2,1584,41.0,191,0
2021-06-19 01:17:24 CET,298.4,308.2,1850,27.0,194,0
2021-06-19 01:17:44 CET,298.4,308.2,1528,36.2,196,0
2021-06-19 01:18:03 CET,298.4,308.2,1987,19.8,198,0
2021-06-19 01:18:23 CET,298.4,308.1,1495,46.0,203,0
2021-06-19 01:18:42 CET,298.4,308.2,1478,43.5,206,0
2021-06-19 01:19:02 CET,298.4,308.2,1499,40.0,211,0
2021-06-19 01:19:21 CET,298.4,308.2,1471,47.0,214,0
2021-06-19 01:19:41 CET,298.4,308.2,1282,60.7,216,1
2021-06-19 01:20:20 CET,298.3,308.1,1412,52.3,218,1
2021-06-19 01:21:16 CET,298.3,308.1,1586,35.5,0,0
2021-06-19 01:21:36 CET,298.4,308.2,1468,43.8,2,0
2021-06-19 01:21:56 CET,298.5,308.3,1440,43.6,5,0
2021-06-19 01:22:35 CET,298.5,308.4,1733,26.0,8,0
2021-06-19 01:22:54 CET,298.4,308.2,1612,32.6,10,0
2021-06-19 01:23:14 CET,298.4,308.3,1458,42.9,15,0
2021-06-19 01:23:53 CET,298.4,308.3,1433,62.3,20,1
2021-06-19 01:24:13 CET,298.4,308.3,1318,59.1,22,0
2021-06-19 01:24:32 CET,298.4,308.2,1610,35.0,24,0
2021-06-19 01:25:31 CET,298.2,308.1,1462,50.8,27,0
2021-06-19 01:25:50 CET,298.1,308,1924,20.8,29,0
2021-06-19 01:26:10 CET,298.2,308,1591,33.7,32,0
2021-06-19 01:26:29 CET,298.2,308.1,1306,58.3,35,0
2021-06-19 01:26:49 CET,298.2,308.1,1382,43.5,37,0
2021-06-19 01:27:08 CET,298.2,308.1,1618,34.7,39,0
2021-06-19 01:27:28 CET,298.2,308.2,1988,21.4,41,0
2021-06-19 01:27:47 CET,298.2,308.2,1436,50.2,43,0
2021-06-19 01:29:05 CET,298.2,308.3,1304,49.8,45,0
2021-06-19 01:29:44 CET,298.2,308.3,1475,49.9,47,0
2021-06-19 01:30:23 CET,298.2,308.3,1824,24.2,49,0
2021-06-19 01:30:43 CET,298.1,308.2,1342,48.1,54,0
2021-06-19 01:31:03 CET,298.1,308.2,1485,40.7,57,0
2021-06-19 01:31:22 CET,298.2,308.2,1667,30.6,59,0
2021-06-19 01:31:42 CET,298.2,308.2,1446,38.2,61,0
2021-06-19 01:32:38 CET,298.1,308.3,1301,56.0,63,0
2021-06-19 01:32:58 CET,298.2,308.4,1379,43.1,65,0
2021-06-19 01:33:57 CET,298.3,308.5,1606,33.6,67,0
2021-06-19 01:34:56 CET,298.3,308.4,1539,43.4,69,0
2021-06-19 01:35:15 CET,298.2,308.4,1477,49.9,72,0
2021-06-19 01:35:35 CET,298.2,308.4,1666,34.6,74,0
2021-06-19 01:36:15 CET,298.2,308.4,1398,51.8,76,0
2021-06-19 01:36:34 CET,298.2,308.4,1678,34.6,81,0
2021-06-19 01:36:54 CET,298.2,308.5,2678,10.7,86,1
2021-06-19 01:37:14 CET,298.3,308.5,1453,42.9,89,0
2021-06-19 01:37:33 CET,298.3,308.6,1432,49.5,91,0
2021-06-19 01:37:53 CET,298.4,308.6,1527,40.9,96,0
2021-06-19 01:38:12 CET,298.4,308.7,1588,35.0,99,0
2021-06-19 01:38:32 CET,298.4,308.6,1433,47.1,101,0
2021-06-19 01:38:51 CET,298.4,308.6,1609,35.0,103,0
2021-06-19 01:39:11 CET,298.3,308.5,1575,41.2,105,0
2021-06-19 01:39:30 CET,298.4,308.5,1636,35.7,107,0
2021-06-19 01:39:50 CET,298.4,308.5,1490,37.9,110,0
2021-06-19 01:40:09 CET,298.4,308.5,1741,32.8,112,0
2021-06-19 01:40:29 CET,298.5,308.6,1344,53.0,114,0
2021-06-19 01:41:27 CET,298.5,308.7,1609,35.3,117,0
2021-06-19 01:41:47 CET,298.4,308.7,1421,60.7,119,1
2021-06-19 01:42:06 CET,298.4,308.6,1591,36.7,122,0
2021-06-19 01:42:26 CET,298.4,308.6,1477,44.0,124,0
2021-06-19 01:43:05 CET,298.4,308.7,1523,36.1,126,0
2021-06-19 01:43:44 CET,298.5,308.7,1575,33.9,128,0
2021-06-19 01:44:04 CET,298.4,308.7,1344,52.9,130,0
2021-06-19 01:44:24 CET,298.4,308.7,1386,44.9,135,0
2021-06-19 01:44:43 CET,298.3,308.6,1589,37.1,137,0
2021-06-19 01:45:02 CET,298.3,308.6,1548,40.3,140,0
2021-06-19 01:45:22 CET,298.3,308.6,1499,38.3,142,0
2021-06-19 01:46:01 CET,298.3,308.5,1664,31.6,144,0
2021-06-19 01:46:21 CET,298.3,308.6,1447,38.1,146,0
2021-06-19 01:47:00 CET,298.3,308.5,1434,46.2,148,0
2021-06-19 01:47:20 CET,298.3,308.5,1416,52.7,151,0
2021-06-19 01:47:39 CET,298.4,308.5,1827,24.3,153,0
2021-06-19 01:48:38 CET,298.4,308.6,1304,45.0,158,0
2021-06-19 01:48:57 CET,298.4,308.6,1569,34.4,160,0
2021-06-19 01:49:36 CET,298.3,308.6,1584,29.3,162,0
2021-06-19 01:49:56 CET,298.3,308.5,1362,53.8,164,0
2021-06-19 01:50:15 CET,298.3,308.4,1329,49.2,166,0
2021-06-19 01:50:54 CET,298.3,308.5,1539,36.1,168,0
2021-06-19 01:51:14 CET,298.3,308.5,1629,37.1,170,0
2021-06-19 01:51:33 CET,298.3,308.5,1538,32.2,173,0
2021-06-19 01:51:53 CET,298.3,308.6,1570,34.8,175,0
2021-06-19 01:52:32 CET,298.3,308.4,1408,43.1,177,0
2021-06-19 01:52:51 CET,298.2,308.4,1424,47.6,179,0
2021-06-19 01:53:11 CET,298.2,308.4,1512,34.9,181,0
2021-06-19 01:53:30 CET,298.2,308.4,1478,42.9,183,0
2021-06-19 01:54:09 CET,298.1,308.3,1680,33.7,185,0
2021-06-19 01:54:29 CET,298.1,308.3,1495,38.7,188,0
2021-06-19 01:54:48 CET,298.0,308.1,1552,36.6,190,0
2021-06-19 01:55:08 CET,297.9,308.1,1393,50.3,193,0
2021-06-19 01:55:27 CET,298.0,308.2,1611,30.6,195,0
2021-06-19 01:55:47 CET,298.0,308.1,1339,51.6,197,0
2021-06-19 01:56:06 CET,298.0,308.1,1777,24.3,200,0
2021-06-19 01:56:25 CET,298.0,308.2,1348,58.8,202,1
2021-06-19 01:56:45 CET,298.0,308.2,1442,44.1,204,0
2021-06-19 01:57:05 CET,298.0,308.2,1395,49.1,206,0
2021-06-19 01:57:24 CET,297.9,308.1,1627,31.4,209,0
2021-06-19 01:58:22 CET,297.9,308.1,1585,33.5,212,0
2021-06-19 02:00:18 CET,298.0,308.2,1469,45.5,214,0
2021-06-19 02:00:37 CET,298.0,308.3,1362,56.8,216,1
2021-06-19 02:01:36 CET,298.0,308.3,1405,56.2,218,1
2021-06-19 02:01:56 CET,298.0,308.3,1662,32.7,0,0
2021-06-19 02:02:16 CET,298.0,308.2,1466,42.6,2,0
2021-06-19 02:02:35 CET,298.0,308.2,1620,35.8,5,0
2021-06-19 02:02:55 CET,298.0,308.2,1357,48.2,7,0
2021-06-19 02:03:15 CET,298.0,308.2,1514,37.9,9,0
2021-06-19 02:03:54 CET,298.0,308.2,1489,40.4,11,0
2021-06-19 02:04:34 CET,298.1,308.3,1331,63.0,13,0
2021-06-19 02:05:32 CET,298.0,308,1615,29.5,15,0
2021-06-19 02:06:31 CET,298.1,308.2,1482,37.9,17,0
2021-06-19 02:06:50 CET,298.1,308.2,1420,63.9,19,1
2021-06-19 02:07:10 CET,298.2,308.3,1522,49.1,22,0
2021-06-19 02:07:30 CET,298.1,308.2,1654,32.1,25,0
2021-06-19 02:07:49 CET,298.1,308.2,1736,26.8,27,0
2021-06-19 02:08:09 CET,298.0,308.1,1587,32.3,30,0
2021-06-19 02:08:28 CET,298.1,308.2,1390,47.5,33,0
2021-06-19 02:09:08 CET,298.0,308.1,1454,37.1,35,0
2021-06-19 02:09:27 CET,298.0,308.1,1440,43.7,37,0
2021-06-19 02:10:06 CET,297.9,308,1954,21.1,42,0
2021-06-19 02:10:45 CET,297.9,308,1800,24.8,44,0
2021-06-19 02:11:05 CET,298.0,308,1524,37.0,49,0
2021-06-19 02:11:24 CET,298.0,308,1520,39.6,51,0
2021-06-19 02:12:03 CET,298.1,308.1,1452,40.8,56,0
2021-06-19 02:12:23 CET,298.1,308.1,1484,40.4,59,0
2021-06-19 02:12:43 CET,298.1,308,1426,46.0,61,0
2021-06-19 02:13:02 CET,298.1,308,1652,28.5,63,0
2021-06-19 02:13:22 CET,298.0,308,1401,54.7,65,0
2021-06-19 02:14:00 CET,298.0,307.9,1750,26.6,67,0
2021-06-19 02:14:20 CET,298.0,308,1479,50.7,70,0
2021-06-19 02:14:39 CET,298.0,308,1620,29.4,75,0
2021-06-19 02:15:57 CET,298.0,308.1,1819,23.4,78,0
2021-06-19 02:16:17 CET,298.1,308.1,1456,43.7,80,0
2021-06-19 02:16:56 CET,298.1,308,1626,36.5,83,0
2021-06-19 02:17:15 CET,298.1,308.1,1390,49.8,85,0
2021-06-19 02:17:35 CET,298.2,308.2,1469,43.0,88,0
2021-06-19 02:17:55 CET,298.2,308.3,2051,19.2,90,0
2021-06-19 02:19:13 CET,298.2,308.3,1568,36.0,92,0
2021-06-19 02:19:32 CET,298.2,308.3,1589,33.2,94,0
2021-06-19 02:20:31 CET,298.2,308.3,1805,31.6,96,0
2021-06-19 02:21:29 CET,298.2,308.4,1385,42.2,98,0
2021-06-19 02:21:49 CET,298.1,308.4,1436,46.7,103,0
2021-06-19 02:22:09 CET,298.1,308.4,1438,45.6,105,0
2021-06-19 02:22:48 CET,298.0,308.3,1473,42.6,107,0
2021-06-19 02:23:28 CET,298.1,308.4,1335,40.2,109,0
2021-06-19 02:23:47 CET,298.1,308.5,1392,44.8,111,0
2021-06-19 02:24:07 CET,298.1,308.5,1372,51.1,116,0
2021-06-19 02:24:26 CET,298.1,308.6,1716,30.7,119,0
2021-06-19 02:24:46 CET,298.0,308.5,1395,46.2,122,0
2021-06-19 02:25:06 CET,298.0,308.5,1713,25.3,124,0
2021-06-19 02:25:25 CET,297.9,308.5,2129,18.7,126,0
2021-06-19 02:25:45 CET,297.8,308.3,1567,35.6,131,0
2021-06-19 02:26:05 CET,297.8,308.4,1622,38.3,134,0
2021-06-19 02:26:24 CET,297.7,308.4,1740,27.1,136,0
2021-06-19 02:26:44 CET,297.8,308.4,1512,35.1,138,0
2021-06-19 02:27:23 CET,297.8,308.4,1479,43.5,143,0
2021-06-19 02:27:43 CET,297.8,308.4,1737,27.5,146,0
2021-06-19 02:28:03 CET,297.8,308.4,2129,19.2,148,0
2021-06-19 02:28:22 CET,297.8,308.4,1374,47.1,150,0
2021-06-19 02:28:42 CET,297.8,308.4,1579,36.6,152,0
2021-06-19 02:29:02 CET,297.9,308.5,1305,47.2,155,0
2021-06-19 02:29:41 CET,297.9,308.5,1449,40.8,157,0
2021-06-19 02:30:01 CET,298.0,308.6,1526,41.8,160,0
2021-06-19 02:30:20 CET,298.0,308.6,1453,44.1,165,0
2021-06-19 02:31:00 CET,297.9,308.6,1468,36.0,168,0
2021-06-19 02:31:20 CET,298.0,308.6,1313,50.8,170,0
2021-06-19 02:31:39 CET,297.9,308.5,1300,53.0,172,0
2021-06-19 02:31:59 CET,297.9,308.4,1646,40.6,175,0
2021-06-19 02:33:36 CET,297.8,308.4,1714,33.2,177,0
2021-06-19 02:33:56 CET,297.8,308.4,1685,28.4,179,0
2021-06-19 02:34:15 CET,297.8,308.4,1512,39.9,181,0
2021-06-19 02:34:35 CET,297.8,308.4,1612,32.1,183,0
2021-06-19 02:35:14 CET,297.8,308.4,1550,38.2,185,0
2021-06-19 02:35:33 CET,297.8,308.4,1518,32.5,190,0
2021-06-19 02:36:12 CET,297.8,308.5,1448,40.0,192,0
2021-06-19 02:36:31 CET,297.8,308.5,1561,46.3,194,0
2021-06-19 02:37:49 CET,297.8,308.5,1488,41.9,196,0
2021-06-19 02:38:09 CET,297.8,308.5,1699,27.8,199,0
2021-06-19 02:38:28 CET,297.7,308.5,1501,41.4,201,0
2021-06-19 02:38:48 CET,297.7,308.5,1373,56.7,203,1
2021-06-19 02:39:27 CET,297.6,308.4,1703,31.4,205,0
2021-06-19 02:39:46 CET,297.7,308.5,1720,29.9,210,0
2021-06-19 02:40:45 CET,297.6,308.4,1398,41.9,215,0
2021-06-19 02:41:05 CET,297.6,308.4,1391,51.9,218,0
2021-06-19 02:41:24 CET,297.6,308.3,1538,40.2,0,0
2021-06-19 02:41:44 CET,297.5,308.2,1647,31.3,3,0
2021-06-19 02:42:03 CET,297.5,308.1,1469,44.8,5,0
2021-06-19 02:42:23 CET,297.4,308.1,1749,25.9,8,0
2021-06-19 02:42:42 CET,297.6,308.2,1995,20.5,10,0
2021-06-19 02:43:02 CET,297.6,308.3,1742,27.7,13,0
2021-06-19 02:43:21 CET,297.5,308.2,1563,38.2,15,0
2021-06-19 02:43:41 CET,297.5,308.2,1713,32.2,17,0
2021-06-19 02:44:00 CET,297.4,308.1,1474,39.4,20,0
2021-06-19 02:44:20 CET,297.4,308.2,1530,32.6,22,0
2021-06-19 02:44:39 CET,297.4,308.2,1471,46.5,25,0
2021-06-19 02:44:59 CET,297.5,308.3,1388,48.6,27,0
2021-06-19 02:45:18 CET,297.5,308.2,2448,13.8,29,0
2021-06-19 02:45:38 CET,297.5,308.3,1585,32.9,32,0
2021-06-19 02:46:16 CET,297.5,308.3,1459,45.2,34,0
2021-06-19 02:46:55 CET,297.5,308.3,1544,40.8,37,0
2021-06-19 02:47:35 CET,297.6,308.3,1617,31.7,39,0
2021-06-19 02:48:14 CET,297.6,308.3,1595,34.3,41,0
2021-06-19 02:48:34 CET,297.6,308.3,1400,44.3,43,0
2021-06-19 02:49:13 CET,297.6,308.4,1611,31.0,48,0
2021-06-19 02:49:33 CET,297.6,308.4,1507,46.0,51,0
2021-06-19 02:49:52 CET,297.5,308.3,1674,30.0,54,0
2021-06-19 02:50:12 CET,297.6,308.3,1658,34.3,59,0
2021-06-19 02:50:31 CET,297.6,308.3,1623,36.9,61,0
2021-06-19 02:50:51 CET,297.6,308.4,1398,48.9,63,0
2021-06-19 02:51:10 CET,297.6,308.4,1517,34.2,66,0
2021-06-19 02:52:26 CET,297.6,308.3,1467,36.7,68,0
2021-06-19 02:52:46 CET,297.6,308.3,1567,34.6,71,0
2021-06-19 02:53:27 CET,297.5,308.3,1521,38.2,74,0
2021-06-19 02:53:47 CET,297.5,308.3,1596,36.8,77,0
2021-06-19 02:54:07 CET,297.6,308.3,1640,30.9,79,0
2021-06-19 02:54:26 CET,297.6,308.3,1438,47.8,84,0
2021-06-19 02:54:46 CET,297.6,308.4,1407,55.2,86,0
2021-06-19 02:55:25 CET,297.6,308.4,1353,57.5,88,0
2021-06-19 02:55:44 CET,297.6,308.5,1552,40.9,90,0
2021-06-19 02:56:04 CET,297.6,308.4,1569,38.3,93,0
2021-06-19 02:56:23 CET,297.5,308.4,1489,39.5,96,0
2021-06-19 02:56:43 CET,297.5,308.4,1587,36.1,98,0
2021-06-19 02:57:41 CET,297.5,308.3,1622,37.2,103,0
2021-06-19 02:58:01 CET,297.5,308.4,1604,38.1,106,0
2021-06-19 02:58:20 CET,297.4,308.3,1405,51.7,108,0
2021-06-19 02:58:59 CET,297.4,308.3,1412,42.0,111,0
2021-06-19 02:59:38 CET,297.4,308.3,1431,43.0,113,0
2021-06-19 03:00:17 CET,297.4,308.2,1533,37.4,115,0
2021-06-19 03:00:37 CET,297.4,308.2,1401,51.9,117,0
2021-06-19 03:00:56 CET,297.4,308.2,1424,53.9,120,0
2021-06-19 03:01:16 CET,297.3,308.2,1754,29.4,123,0
2021-06-19 03:01:35 CET,297.3,308.2,1754,26.8,125,0
2021-06-19 03:01:55 CET,297.5,308.3,2564,12.8,127,1
