created_at,entry_id,TEMPERATURE,TURBIDITY,DISOLVED OXYGEN,pH,AMMONIA,NITRATE,Population,Length,Weight
2021-06-25 15:29:22 CET,26,27.0625,100,0,6.05043,1E-05,144,50,14.64,28.6
10/10/2021,27,27,100,0,6.05951,0.00013,90,50,32.01,275.9
10/10/2021,28,27,100,1.027,6.00049,0,201,50,32.01,275.9
10/10/2021,29,27,100,0,6.07766,1E-05,112,50,32.01,275.9
10/10/2021,30,27,100,0,6.05043,0.00012,153,50,32.01,275.9
10/10/2021,31,27,100,0,6.06858,0.00027,272,50,32.01,275.9
10/10/2021,32,27.0625,100,2.12,6.05043,0,203,50,32.01,275.9
10/10/2021,33,27,100,6.599,6.05043,0.00039,205,50,32.01,275.9
10/10/2021,34,27.0625,100,0,6.05043,0.00016,172,50,32.01,275.9
10/10/2021,35,27.0625,100,0.484,6.05951,0,180,50,32.01,275.9
10/10/2021,36,27.0625,100,12.366,6.04135,3E-05,256,50,32.01,275.9
10/10/2021,37,27,100,18.98,6.05951,0.00022,274,50,32.01,275.9
10/10/2021,38,27,100,17.852,6.04135,0.00127,178,50,32.01,275.9
10/10/2021,39,27,100,0.897,6.03681,2E-05,294,50,32.01,275.9
10/10/2021,40,27,100,0.868,6.03681,0.00045,154,50,32.01,275.9
10/10/2021,41,27.0625,100,1.642,6.0822,2E-05,207,50,32.01,275.9
10/10/2021,42,27.0625,100,0,6.05951,0,226,50,32.01,275.9
10/10/2021,43,27.0625,100,0,6.0822,0,238,50,32.01,275.9
10/10/2021,44,27.0625,100,4.66,6.05497,1E-05,144,50,32.01,275.9
10/10/2021,45,27,100,0,6.08674,1E-05,219,50,32.01,275.9
10/10/2021,46,27.0625,100,0,5.95056,2E-05,202,50,32.01,275.9
10/10/2021,47,27.0625,100,0,6.19569,0,143,50,32.01,275.9
10/10/2021,48,27.0625,100,0,6.05951,2E-05,173,50,32.01,275.9
10/10/2021,49,27.0625,100,0,6.21385,1E-05,159,50,32.01,275.9
10/10/2021,50,27.0625,100,15.898,6.04135,0.00072,162,50,32.01,275.9
10/10/2021,51,27.0625,100,0.361,6.04135,1E-05,155,50,32.01,275.9
10/10/2021,52,27.0625,100,0,6.05043,1E-05,144,50,32.01,275.9
10/10/2021,53,27.125,100,0,6.06858,0,160,50,32.01,275.9
24/10/2021,54,-127,100,0,6.37727,0,0,50,32.58643,296.0429
24/10/2021,55,25,51,0,6.44082,10.03751,1078,50,32.58643,296.0429
24/10/2021,56,26.1875,51,1.53,5.17885,0,2074,50,32.58643,296.0429
24/10/2021,57,26.1875,51,3.266,5.16977,0,1467,50,32.58643,296.0429
24/10/2021,58,26.1875,51,5.795,5.42852,0,1314,50,32.58643,296.0429
24/10/2021,59,26.1875,51,2.086,5.88701,184994592,1184,50,32.58643,296.0429
24/10/2021,60,26.1875,51,2.962,6.34095,17.41409,1067,50,32.58643,296.0429
24/10/2021,61,26.25,51,8.102,6.36819,17.82417,1046,50,32.58643,296.0429
24/10/2021,62,26.1875,51,5.855,6.36819,19.72259,1041,50,32.58643,296.0429
24/10/2021,63,26.25,51,0,6.37273,15.62758,1008,50,32.58643,296.0429
24/10/2021,64,26.1875,51,4.591,6.38635,14.52579,1002,50,32.58643,296.0429
24/10/2021,65,26.25,51,8.148,6.37273,16.24242,999,50,32.58643,296.0429
24/10/2021,66,26.1875,51,6.807,6.29556,13.5051,999,50,32.58643,296.0429
24/10/2021,67,26.1875,51,10.364,6.37727,14.75078,974,50,32.58643,296.0429
24/10/2021,68,26.1875,51,14.125,6.3001,14.30438,976,50,32.58643,296.0429
24/10/2021,69,26.1875,51,17.545,6.37273,13.71357,971,50,32.58643,296.0429
24/10/2021,70,26.1875,51,18.565,6.25924,13.92539,975,50,32.58643,296.0429
24/10/2021,71,26.25,51,24.132,6.35003,11.86128,970,50,32.58643,296.0429
24/10/2021,72,26.1875,51,20.431,6.37273,12.80117,950,50,32.58643,296.0429
24/10/2021,73,26.1875,51,26.043,6.34095,12.99829,961,50,32.58643,296.0429
24/10/2021,74,26.1875,51,29.203,6.33187,12.51132,949,50,32.58643,296.0429
24/10/2021,75,26.1875,51,31.434,6.37273,12.65538,947,50,32.58643,296.0429
24/10/2021,76,26.1875,51,35.265,6.36819,12.41623,935,50,32.58643,296.0429
24/10/2021,77,26.1875,51,35.851,6.4272,53.9394,969,50,32.58643,296.0429
24/10/2021,78,26.25,51,35.288,6.31825,11.90653,922,50,32.58643,296.0429
24/10/2021,79,26.25,51,35.341,6.2547,11.33211,922,50,32.58643,296.0429
24/10/2021,80,26.25,51,35.531,6.24562,11.20371,938,50,32.58643,296.0429
24/10/2021,81,26.25,51,35.516,6.20931,10.95138,944,50,32.58643,296.0429
24/10/2021,82,26.25,51,35.425,6.28648,10.82744,912,50,32.58643,296.0429
24/10/2021,83,26.25,51,35.31,6.2774,10.46429,928,50,32.58643,296.0429
24/10/2021,84,26.25,51,35.318,6.37273,10.30696,931,50,32.58643,296.0429
24/10/2021,85,26.25,51,35.272,6.39997,10.38532,928,50,32.58643,296.0429
24/10/2021,86,26.25,51,35.303,6.37273,10.15208,925,50,32.58643,296.0429
24/10/2021,87,26.25,51,35.387,6.37273,11.20371,945,50,32.58643,296.0429
24/10/2021,88,26.25,51,35.257,6.39089,9.92427,921,50,32.58643,296.0429
24/10/2021,89,26.1875,51,35.493,6.18661,9.92427,931,50,32.58643,296.0429
24/10/2021,90,26.25,51,35.95,6.4045,78.96195,976,50,32.58643,296.0429
24/10/2021,91,26.25,51,35.318,6.31825,10.15208,916,50,32.58643,296.0429
24/10/2021,92,26.25,51,35.272,6.4045,9.27205,924,50,32.58643,296.0429
24/10/2021,93,26.25,51,35.257,6.43174,10.19057,899,50,32.58643,296.0429
24/10/2021,94,26.25,51,35.31,6.29102,10.66445,898,50,32.58643,296.0429
24/10/2021,95,26.25,51,35.28,6.33187,10.70496,882,50,32.58643,296.0429
24/10/2021,96,26.25,51,35.31,6.36819,10.78645,880,50,32.58643,296.0429
24/10/2021,97,26.25,51,35.31,6.34549,9.96187,896,50,32.58643,296.0429
24/10/2021,98,26.25,51,35.447,6.37273,11.50572,912,50,32.58643,296.0429
24/10/2021,99,26.25,51,35.516,6.36365,11.20371,918,50,32.58643,296.0429
24/10/2021,100,26.25,51,35.356,6.37273,9.96187,880,50,32.58643,296.0429
24/10/2021,101,26.25,51,35.303,6.38635,9.34227,887,50,32.58643,296.0429
24/10/2021,102,26.25,51,35.371,6.44536,10.66445,905,50,32.58643,296.0429
24/10/2021,103,26.25,51,35.356,6.39997,9.52026,880,50,32.58643,296.0429
24/10/2021,104,26.25,51,35.356,6.36819,9.70175,886,50,32.58643,296.0429
24/10/2021,105,26.25,51,33.658,6.37273,10.15208,922,50,32.58643,296.0429
24/10/2021,106,26.25,51,35.31,6.37273,9.34227,891,50,32.58643,296.0429
24/10/2021,107,26.25,51,29.173,6.32279,9.20236,887,50,32.58643,296.0429
24/10/2021,108,26.3125,51,35.364,6.37273,8.18873,910,50,32.58643,296.0429
24/10/2021,109,26.25,51,33.627,6.36819,9.84952,912,50,32.58643,296.0429
24/10/2021,110,26.25,51,35.097,6.34549,8.37552,903,50,32.58643,296.0429
24/10/2021,111,26.3125,51,33.726,6.32279,8.7624,892,50,32.58643,296.0429
24/10/2021,112,26.25,51,35.257,6.3001,9.16772,887,50,32.58643,296.0429
24/10/2021,113,26.25,51,30.818,6.26832,32.5082,903,50,32.58643,296.0429
24/10/2021,114,26.25,51,30.254,6.22293,9.92427,879,50,32.58643,296.0429
24/10/2021,115,26.3125,51,30.475,6.22747,9.99962,886,50,32.58643,296.0429
24/10/2021,116,26.25,51,33.627,6.2774,34.68159,911,50,32.58643,296.0429
24/10/2021,117,26.3125,51,34.968,6.21839,90.08328,913,50,32.58643,296.0429
24/10/2021,118,26.3125,51,30.894,6.27286,9.59243,866,50,32.58643,296.0429
24/10/2021,119,26.25,51,31.259,6.22293,9.99962,871,50,32.58643,296.0429
24/10/2021,120,26.25,51,30.109,6.21839,9.92427,866,50,32.58643,296.0429
24/10/2021,121,26.25,51,29.873,6.44082,10.99302,880,50,32.58643,296.0429
24/10/2021,122,26.3125,51,27.269,6.35003,8.89541,859,50,32.58643,296.0429
24/10/2021,123,26.3125,51,29.462,6.24108,8.50249,880,50,32.58643,296.0429
24/10/2021,124,26.3125,51,33.521,6.24108,45.26582,912,50,32.58643,296.0429
24/10/2021,125,26.3125,51,32.044,6.26832,32.247,913,50,32.58643,296.0429
24/10/2021,126,26.3125,51,29.393,6.32279,9.23714,880,50,32.58643,296.0429
24/10/2021,127,26.3125,51,29.058,6.32279,9.44865,861,50,32.58643,296.0429
24/10/2021,128,26.3125,51,28.701,6.36819,9.66517,866,50,32.58643,296.0429
24/10/2021,129,26.3125,51,29.325,6.32733,9.88682,864,50,32.58643,296.0429
24/10/2021,130,26.3125,51,28.662,6.39543,10.03751,854,50,32.58643,296.0429
24/10/2021,131,26.3125,51,29.013,6.38635,9.34227,861,50,32.58643,296.0429
24/10/2021,132,26.3125,51,33.902,6.3001,9.16772,863,50,32.58643,296.0429
24/10/2021,133,26.3125,51,30.49,6.38181,8.12741,879,50,32.58643,296.0429
24/10/2021,134,26.3125,51,28.655,6.37273,9.30709,874,50,32.58643,296.0429
24/10/2021,135,26.375,51,21.489,6.41358,9.23714,864,50,32.58643,296.0429
24/10/2021,136,26.375,51,31.96,6.35457,9.62873,869,50,32.58643,296.0429
24/10/2021,137,26.3125,51,28.404,6.32733,9.55627,854,50,32.58643,296.0429
24/10/2021,138,26.3125,51,27.672,6.35003,9.88682,850,50,32.58643,296.0429
24/10/2021,139,26.3125,51,28.921,6.38181,10.26801,858,50,32.58643,296.0429
24/10/2021,140,26.3125,51,27.406,6.30464,10.62411,848,50,32.58643,296.0429
24/10/2021,141,26.3125,51,26.789,6.22747,10.26801,848,50,32.58643,296.0429
24/10/2021,142,26.3125,51,30.985,6.15937,793.87335,915,50,32.58643,296.0429
24/10/2021,143,26.3125,51,27.353,6.3001,9.70175,855,50,32.58643,296.0429
24/10/2021,144,26.375,51,28.411,6.36365,9.84952,853,50,32.58643,296.0429
24/10/2021,145,26.3125,51,31.945,6.41358,11.20371,867,50,32.58643,296.0429
24/10/2021,146,26.375,51,29.873,6.37273,9.59243,851,50,32.58643,296.0429
24/10/2021,147,26.3125,51,27.855,6.42266,9.77534,878,50,32.58643,296.0429
24/10/2021,148,26.375,51,27.368,6.37727,8.50249,876,50,32.58643,296.0429
24/10/2021,149,26.3125,51,27.063,6.35003,8.43876,902,50,32.58643,296.0429
24/10/2021,150,26.3125,51,28.373,6.22747,8.79546,896,50,32.58643,296.0429
24/10/2021,151,26.3125,51,26.408,6.05951,1042.56079,992,50,32.58643,296.0429
24/10/2021,152,26.375,51,26.957,6.33187,7.10092,910,50,32.58643,296.0429
24/10/2021,153,26.375,51,26.355,6.20023,71.76852,951,50,32.58643,296.0429
24/10/2021,154,26.375,51,29.599,6.37727,7.74023,896,50,32.58643,296.0429
24/10/2021,155,26.3125,51,31.114,5.85069,0,1022,50,32.58643,296.0429
24/10/2021,156,26.3125,51,26.18,6.35911,8.0062,900,50,32.58643,296.0429
24/10/2021,157,26.375,51,25.274,5.9778,8.37552,911,50,32.58643,296.0429
24/10/2021,158,26.375,51,29.203,5.93694,54.62479,965,50,32.58643,296.0429
24/10/2021,159,26.375,51,25.228,6.41812,9.44865,898,50,32.58643,296.0429
24/10/2021,160,26.3125,51,27.688,6.42266,8.9627,887,50,32.58643,296.0429
24/10/2021,161,26.375,51,25.426,6.4045,7.04796,886,50,32.58643,296.0429
24/10/2021,162,26.375,51,25.807,6.42266,6.61371,912,50,32.58643,296.0429
24/10/2021,163,26.375,51,28.533,6.44536,7.28955,911,50,32.58643,296.0429
24/10/2021,164,26.375,51,22.411,6.43628,7.39964,902,50,32.58643,296.0429
24/10/2021,165,26.375,51,25.182,6.44082,7.74023,897,50,32.58643,296.0429
24/10/2021,166,26.375,51,26.957,6.44082,8.40708,927,50,32.58643,296.0429
24/10/2021,167,26.3125,51,23.065,6.20931,7.79854,932,50,32.58643,296.0429
24/10/2021,168,26.3125,51,26.69,6.22293,7.9762,928,50,32.58643,296.0429
24/10/2021,169,26.375,51,26.804,6.18207,8.31278,917,50,32.58643,296.0429
24/10/2021,170,26.375,51,27.193,6.13214,8.31278,912,50,32.58643,296.0429
24/10/2021,171,26.375,51,26.012,6.16845,8.06658,909,50,32.58643,296.0429
24/10/2021,172,26.375,51,23.088,6.17753,8.34409,918,50,32.58643,296.0429
24/10/2021,173,26.375,51,33.011,6.22747,8.12741,894,50,32.58643,296.0429
24/10/2021,174,26.375,51,28.404,6.08674,525.38983,990,50,32.58643,296.0429
24/10/2021,175,26.375,51,29.553,6.21385,7.53964,930,50,32.58643,296.0429
24/10/2021,176,26.375,51,26.728,6.01865,4049.44189,1010,50,32.58643,296.0429
24/10/2021,177,26.375,51,24.428,6.03227,9.52026,959,50,32.58643,296.0429
24/10/2021,178,26.375,51,27.117,5.93694,40.49681,992,50,32.58643,296.0429
24/10/2021,179,26.3125,51,25.053,6.07766,2462.54419,993,50,32.58643,296.0429
24/10/2021,180,26.375,51,19.692,6.07766,8.43876,937,50,32.58643,296.0429
24/10/2021,181,26.375,51,24.687,6.01865,14.08651,955,50,32.58643,296.0429
24/10/2021,182,26.375,51,35.425,6.06858,10.78645,992,50,32.58643,296.0429
24/10/2021,183,26.375,51,26.523,6.03227,8.2505,1009,50,32.58643,296.0429
24/10/2021,184,26.375,51,25.883,6.00049,1571.43384,1072,50,32.58643,296.0429
24/10/2021,185,26.375,51,24.116,6.01411,9.48438,1014,50,32.58643,296.0429
24/10/2021,186,26.375,51,26.089,6.00957,12.99829,1003,50,32.58643,296.0429
24/10/2021,187,26.375,51,28.411,6.01411,15.2118,991,50,32.58643,296.0429
24/10/2021,188,26.375,51,27.17,5.96418,109582.9063,1008,50,32.58643,296.0429
24/10/2021,189,26.375,51,26.728,5.98687,24.97006,964,50,32.58643,296.0429
24/10/2021,190,26.375,51,26.53,5.93694,44.89249,969,50,32.58643,296.0429
24/10/2021,191,26.375,51,27.2,5.93694,46.02271,979,50,32.58643,296.0429
24/10/2021,192,26.375,51,22.22,5.93694,54.62479,999,50,32.58643,296.0429
24/10/2021,193,26.375,51,23.956,5.94148,41.33721,976,50,32.58643,296.0429
24/10/2021,194,26.4375,51,27.292,5.94602,30.35826,957,50,32.58643,296.0429
24/10/2021,195,26.4375,51,24.512,5.9778,20.9141,977,50,32.58643,296.0429
24/10/2021,196,26.375,51,29.789,5.96872,21.49604,1004,50,32.58643,296.0429
24/10/2021,197,26.4375,51,24.794,5.98233,35275.54688,1037,50,32.58643,296.0429
24/10/2021,198,26.375,51,25.525,5.96418,31.73132,960,50,32.58643,296.0429
24/10/2021,199,26.4375,51,25.731,5.74628,1181.57947,1017,50,32.58643,296.0429
24/10/2021,200,26.375,51,25.388,6.05043,35714.80859,983,50,32.58643,296.0429
24/10/2021,201,26.375,51,26.325,5.95964,52.81781,952,50,32.58643,296.0429
24/10/2021,202,26.375,51,22.913,5.87793,135.3235,975,50,32.58643,296.0429
24/10/2021,203,26.3125,51,23.439,5.9324,66.41728,955,50,32.58643,296.0429
24/10/2021,204,26.375,51,27.223,5.86431,0,1004,50,32.58643,296.0429
24/10/2021,205,26.375,51,24.824,5.9097,0,1013,50,32.58643,296.0429
24/10/2021,206,26.4375,51,26.355,5.91878,70.53969,1006,50,32.58643,296.0429
24/10/2021,207,26.4375,51,26.926,5.80076,297.18951,1017,50,32.58643,296.0429
24/10/2021,208,26.375,51,24.855,5.85977,0,1023,50,32.58643,296.0429
24/10/2021,209,26.4375,51,24.786,5.86885,91.28735,1003,50,32.58643,296.0429
24/10/2021,210,26.4375,51,26.127,5.89155,55.31966,1017,50,32.58643,296.0429
24/10/2021,211,26.4375,51,26.431,5.90062,40.00143,1008,50,32.58643,296.0429
24/10/2021,212,26.375,51,24.025,5.93694,33.576,988,50,32.58643,296.0429
24/10/2021,213,26.4375,51,23.027,5.92786,426000000000,1017,50,32.58643,296.0429
24/10/2021,214,26.4375,51,24.741,5.98687,24.19193,983,50,32.58643,296.0429
24/10/2021,215,26.4375,51,23.949,5.94148,41.33721,975,50,32.58643,296.0429
24/10/2021,216,26.4375,51,23.652,5.88247,65.56876,971,50,32.58643,296.0429
24/10/2021,217,26.375,51,26.789,5.88247,0,1030,50,32.58643,296.0429
24/10/2021,218,26.375,51,20.073,5.69635,2571.66504,1033,50,32.58643,296.0429
24/10/2021,219,26.375,51,22.563,5.79168,298.71381,1049,50,32.58643,296.0429
24/10/2021,220,26.4375,51,25.083,5.72812,1055.56946,1072,50,32.58643,296.0429
24/10/2021,221,26.375,51,24.634,5.79622,257.89053,1035,50,32.58643,296.0429
24/10/2021,222,26.375,51,25.814,5.85069,191.03909,1009,50,32.58643,296.0429
24/10/2021,223,26.375,51,23.225,5.85523,0,1043,50,32.58643,296.0429
24/10/2021,224,26.375,51,24.406,5.85523,145.09064,989,50,32.58643,296.0429
24/10/2021,225,26.375,51,25.144,5.92332,45.83223,967,50,32.58643,296.0429
24/10/2021,226,26.4375,51,35.257,5.85977,0,1008,50,32.58643,296.0429
24/10/2021,227,26.4375,51,21.253,5.86885,118.45274,973,50,32.58643,296.0429
24/10/2021,228,26.4375,51,23.157,6.05951,10.15208,930,50,32.58643,296.0429
24/10/2021,229,26.4375,51,24.246,5.93694,29.04869,950,50,32.58643,296.0429
24/10/2021,230,26.375,51,24.406,5.93694,36.11905,945,50,32.58643,296.0429
24/10/2021,231,26.4375,51,22.86,5.96418,34.68159,951,50,32.58643,296.0429
24/10/2021,232,26.4375,51,22.449,5.99141,17.54966,944,50,32.58643,296.0429
24/10/2021,233,26.4375,51,25.121,5.9551,24.97006,933,50,32.58643,296.0429
24/10/2021,234,26.4375,51,25.327,5.96872,20190.15039,963,50,32.58643,296.0429
24/10/2021,235,26.375,51,23.157,5.96872,18.38684,943,50,32.58643,296.0429
24/10/2021,236,26.4375,51,24.337,5.99595,10912.0332,1008,50,32.58643,296.0429
24/10/2021,237,26.4375,51,21.847,6.00503,17.8935,955,50,32.58643,296.0429
24/10/2021,238,26.4375,51,21.931,5.97326,30852.03516,993,50,32.58643,296.0429
24/10/2021,239,26.4375,51,20.888,5.96872,24.57771,944,50,32.58643,296.0429
24/10/2021,240,26.4375,51,23.332,5.96872,20.66985,938,50,32.58643,296.0429
24/10/2021,241,26.4375,51,25.655,5.96872,33.17122,941,50,32.58643,296.0429
24/10/2021,242,26.5,51,22.007,5.94148,32.7717,944,50,32.58643,296.0429
24/10/2021,243,26.4375,51,24.718,5.94602,53364.86328,963,50,32.58643,296.0429
24/10/2021,244,26.4375,51,17.598,5.95964,24.00146,957,50,32.58643,296.0429
24/10/2021,245,26.4375,51,23.355,5.95964,28.58759,955,50,32.58643,296.0429
24/10/2021,246,26.4375,51,21.908,5.98233,22.62283,944,50,32.58643,296.0429
24/10/2021,247,26.4375,51,20.08,5.99595,20.50868,950,50,32.58643,296.0429
24/10/2021,248,26.4375,51,22.624,5.94148,33.03748,954,50,32.58643,296.0429
24/10/2021,249,26.4375,51,27.832,5.97326,27.03444,944,50,32.58643,296.0429
24/10/2021,250,26.4375,51,24.215,5.98687,23.2554,944,50,32.58643,296.0429
24/10/2021,251,26.4375,51,23.043,5.95964,22.62283,974,50,32.58643,296.0429
24/10/2021,252,26.4375,51,21.725,5.99595,18.67518,966,50,32.58643,296.0429
24/10/2021,253,26.5,51,23.332,5.95964,37.31527,951,50,32.58643,296.0429
24/10/2021,254,26.4375,51,22.761,5.93694,436442.1563,971,50,32.58643,296.0429
24/10/2021,255,26.4375,51,23.081,5.96872,28.58759,930,50,32.58643,296.0429
24/10/2021,256,26.4375,51,23.926,5.9778,23.8126,918,50,32.58643,296.0429
24/10/2021,257,26.4375,51,23.507,5.98687,22.18221,924,50,32.58643,296.0429
24/10/2021,258,26.4375,51,22.54,6.00503,16.17981,930,50,32.58643,296.0429
24/10/2021,259,26.4375,51,23.499,5.98687,18.82114,934,50,32.58643,296.0429
24/10/2021,260,26.4375,51,21.984,5.96418,32.247,931,50,32.58643,296.0429
24/10/2021,261,26.4375,51,21.314,5.93694,44.89249,933,50,32.58643,296.0429
24/10/2021,262,26.4375,51,20.72,5.94602,28.47355,934,50,32.58643,296.0429
24/10/2021,263,26.4375,51,36.338,5.94148,39.19034,934,50,32.58643,296.0429
24/10/2021,264,26.375,51,24.071,5.95056,31.22447,925,50,32.58643,296.0429
24/10/2021,265,26.5,51,22.281,5.98233,27.79942,922,50,32.58643,296.0429
24/10/2021,266,26.4375,51,25.434,6.0822,8.59901,907,50,32.58643,296.0429
24/10/2021,267,26.4375,51,23.789,6.04135,1480.6969,997,50,32.58643,296.0429
24/10/2021,268,26.5,51,24.033,6.03227,2534.66797,992,50,32.58643,296.0429
24/10/2021,269,26.4375,51,22.456,6.07312,8.82865,959,50,32.58643,296.0429
24/10/2021,270,26.4375,51,22.746,6.07312,1029.74011,977,50,32.58643,296.0429
24/10/2021,271,26.4375,51,22.426,6.16845,6.7891,934,50,32.58643,296.0429
24/10/2021,272,26.4375,51,22.357,6.03227,11.95195,967,50,32.58643,296.0429
24/10/2021,273,26.4375,51,22.159,6.01411,15.27048,935,50,32.58643,296.0429
24/10/2021,274,26.4375,51,21.596,6.05497,9.41305,919,50,32.58643,296.0429
24/10/2021,275,26.4375,51,22.487,6.05951,11.99755,915,50,32.58643,296.0429
24/10/2021,276,26.4375,51,20.408,6.02319,13.5569,916,50,32.58643,296.0429
24/10/2021,277,26.5,51,19.189,6.03227,12.89934,910,50,32.58643,296.0429
24/10/2021,278,26.5,51,20.583,6.01865,10.46429,907,50,32.58643,296.0429
24/10/2021,279,26.5,51,22.007,6.02319,11.90653,913,50,32.58643,296.0429
24/10/2021,280,26.5,51,20.05,6.06858,1036.12683,978,50,32.58643,296.0429
24/10/2021,281,26.5,51,21.611,6.06858,8.79546,933,50,32.58643,296.0429
24/10/2021,282,26.4375,51,21.74,6.06858,552.42542,980,50,32.58643,296.0429
24/10/2021,283,26.5,51,24.824,6.0822,8.53454,944,50,32.58643,296.0429
24/10/2021,284,26.5,51,17.94,6.05951,7.9762,946,50,32.58643,296.0429
24/10/2021,285,26.4375,51,23.781,6.03681,11.16123,944,50,32.58643,296.0429
24/10/2021,286,26.5,51,19.326,6.06858,7.79854,924,50,32.58643,296.0429
24/10/2021,287,26.5,51,24.33,6.09582,6.91729,923,50,32.58643,296.0429
24/10/2021,288,26.5,51,18.839,6.10944,6.00171,938,50,32.58643,296.0429
24/10/2021,289,26.5,51,19.57,6.09128,5.38673,963,50,32.58643,296.0429
24/10/2021,290,26.5,51,19.692,6.0822,4.22983,1008,50,32.58643,296.0429
24/10/2021,291,26.5,51,21.596,6.15937,5.01885,989,50,32.58643,296.0429
24/10/2021,292,26.5,51,18.306,6.15937,6.13762,954,50,32.58643,296.0429
24/10/2021,293,26.4375,51,21.025,6.15937,6.20674,949,50,32.58643,296.0429
24/10/2021,294,26.5,51,23.355,6.16845,6.30013,943,50,32.58643,296.0429
24/10/2021,295,26.5,51,20.644,6.1276,7.02162,931,50,32.58643,296.0429
24/10/2021,296,26.5,51,20.195,6.1276,7.1543,927,50,32.58643,296.0429
24/10/2021,297,26.5,51,23.56,6.11398,7.1543,918,50,32.58643,296.0429
24/10/2021,298,26.4375,51,21.078,6.05951,8.7624,921,50,32.58643,296.0429
24/10/2021,299,26.5,51,20.979,6.0822,8.72947,912,50,32.58643,296.0429
24/10/2021,300,26.5,51,18.276,6.09582,8.15801,896,50,32.58643,296.0429
24/10/2021,301,26.5,51,21.405,6.15937,8.15801,883,50,32.58643,296.0429
24/10/2021,302,26.5,51,21.23,6.12306,7.68237,874,50,32.58643,296.0429
24/10/2021,303,26.5,51,19.844,6.07766,7.74023,881,50,32.58643,296.0429
24/10/2021,304,26.5,51,18.542,6.05497,11.41858,905,50,32.58643,296.0429
24/10/2021,305,26.5,51,21.337,6.05043,3116.07617,922,50,32.58643,296.0429
24/10/2021,306,26.4375,51,16.897,6.0822,8.09694,870,50,32.58643,296.0429
24/10/2021,307,26.5,51,21.436,6.10944,411.06912,913,50,32.58643,296.0429
24/10/2021,308,26.5,51,21.131,6.21839,154.92284,899,50,32.58643,296.0429
24/10/2021,309,26.5,51,18.565,6.00503,8.37552,867,50,32.58643,296.0429
24/10/2021,310,26.5,51,19.943,6.24562,7.07439,872,50,32.58643,296.0429
24/10/2021,311,26.5,51,17.994,6.20477,7.34438,871,50,32.58643,296.0429
24/10/2021,312,26.5,51,16.296,6.22747,7.31691,870,50,32.58643,296.0429
24/10/2021,313,26.5,51,22.289,6.11398,7.28955,884,50,32.58643,296.0429
24/10/2021,314,26.5,51,21.611,6.17299,7.6536,880,50,32.58643,296.0429
24/10/2021,315,26.5,51,19.715,6.13214,8.0062,863,50,32.58643,296.0429
24/10/2021,316,26.5,51,22.053,6.10944,404.52499,914,50,32.58643,296.0429
24/10/2021,317,26.5625,51,17.446,6.22293,7.79854,848,50,32.58643,296.0429
24/10/2021,318,26.5,51,19.121,6.23201,55.08699,909,50,32.58643,296.0429
